F1_macro,batch_size,dropout,hidden_size,lr,num_layers,opt,preprocessing,selected_features,type
0.7916,1024,0.5,256,0.001,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7652,512,0.2,128,0.001,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.6555,512,0.2,128,0.01,3,adam,log,"n_flows,n_packets,n_bytes",GRU
0.3225,256,0.5,128,0.01,2,adam,z_score,"n_flows,n_packets,n_bytes",LSTM
0.3122,1024,0.5,256,0.01,3,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.7309,256,0.5,1024,0.0001,3,adam,log,"n_flows,n_packets,n_bytes",RNN
0.8161,512,0.2,256,0.0001,2,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7324,256,0.0,128,0.01,3,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.3125,512,0.2,128,0.01,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.7259,512,0.2,256,0.001,3,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.7601,512,0.2,512,0.0001,2,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7759,1024,0.5,128,0.0001,1,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.3122,1024,0.2,64,0.01,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.7134,256,0.0,256,0.0001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.7502,256,0.2,512,0.0001,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.7544,1024,0.0,1024,0.0001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.6412,512,0.2,256,0.01,3,adam,log,"n_flows,n_packets,n_bytes",GRU
0.6781,512,0.5,64,0.01,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.3125,256,0.5,128,0.01,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7144,512,0.2,1024,0.0001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7724,1024,0.5,256,0.0001,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.4069,1024,0.0,256,0.01,2,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7329,512,0.2,256,0.0001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7452,1024,0.5,64,0.01,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.3122,512,0.2,1024,0.01,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.6335,256,0.0,256,0.01,1,adam,z_score,"n_flows,n_packets,n_bytes",GRU
0.758,1024,0.0,256,0.001,3,adam,log,"n_flows,n_packets,n_bytes",GRU
0.7775,512,0.2,64,0.001,2,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.789,512,0.2,512,0.001,1,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7529,512,0.5,64,0.01,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7391,256,0.2,256,0.01,1,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7076,512,0.0,512,0.0001,1,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.7592,1024,0.0,512,0.01,1,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7093,512,0.0,64,0.0001,1,adam,log,"n_flows,n_packets,n_bytes",LSTM
0.7063,512,0.5,64,0.01,2,adam,log,"n_flows,n_packets,n_bytes",LSTM
0.7487,1024,0.0,512,0.0001,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.3219,512,0.0,256,0.01,3,adam,z_score,"n_flows,n_packets,n_bytes",RNN
0.7815,1024,0.2,128,0.001,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.6956,256,0.5,1024,0.001,3,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.3136,512,0.2,1024,0.001,2,adam,z_score,"n_flows,n_packets,n_bytes",RNN
0.4716,256,0.2,64,0.01,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.7432,1024,0.0,64,0.0001,2,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.597,256,0.2,128,0.0001,2,adam,z_score,"n_flows,n_packets,n_bytes",RNN
0.7383,1024,0.2,1024,0.0001,2,adam,log,"n_flows,n_packets,n_bytes",LSTM
0.7585,256,0.0,128,0.0001,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.8215,512,0.5,1024,0.001,2,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7684,512,0.0,64,0.001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7666,1024,0.2,512,0.001,3,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.3122,256,0.5,512,0.01,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.7243,256,0.2,1024,0.001,3,adam,log,"n_flows,n_packets,n_bytes",GRU
0.7568,512,0.0,64,0.001,3,adam,log,"n_flows,n_packets,n_bytes",LSTM
0.6633,512,0.5,128,0.001,2,adam,log,"n_flows,n_packets,n_bytes",RNN
0.7131,512,0.2,256,0.0001,3,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.7975,1024,0.2,128,0.001,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.4832,1024,0.5,64,0.01,1,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.712,256,0.2,128,0.0001,1,adam,log,"n_flows,n_packets,n_bytes",RNN
0.7023,512,0.5,64,0.0001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.8131,256,0.0,256,0.001,2,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7709,512,0.0,64,0.001,2,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.71,1024,0.0,128,0.001,1,adam,log,"n_flows,n_packets,n_bytes",RNN
0.5022,512,0.5,256,0.001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.8201,512,0.0,64,0.001,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.774,256,0.5,1024,0.0001,2,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7308,256,0.0,128,0.0001,3,adam,log,"n_flows,n_packets,n_bytes",RNN
0.737,256,0.0,128,0.0001,2,adam,log,"n_flows,n_packets,n_bytes",LSTM
0.7867,512,0.0,128,0.001,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.3122,256,0.5,256,0.01,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7757,512,0.0,128,0.001,3,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7472,256,0.0,1024,0.01,1,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7815,256,0.2,256,0.001,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7496,256,0.5,512,0.0001,2,adam,log,"n_flows,n_packets,n_bytes",GRU
0.7786,256,0.2,512,0.001,3,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7716,512,0.2,512,0.0001,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.3127,256,0.5,256,0.01,3,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.8128,512,0.0,256,0.001,1,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7839,256,0.5,64,0.001,3,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.3134,512,0.0,512,0.001,2,adam,z_score,"n_flows,n_packets,n_bytes",RNN
0.8134,256,0.0,1024,0.0001,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.8202,256,0.5,512,0.0001,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7822,256,0.0,64,0.001,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.3122,1024,0.5,1024,0.01,1,adam,z_score,"n_flows,n_packets,n_bytes",RNN
0.7384,1024,0.5,512,0.0001,1,adam,log,"n_flows,n_packets,n_bytes",GRU
0.7614,256,0.0,64,0.001,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.6911,256,0.2,64,0.01,3,adam,log,"n_flows,n_packets,n_bytes",LSTM
0.7239,1024,0.5,128,0.01,1,adam,log,"n_flows,n_packets,n_bytes",GRU
0.3122,1024,0.5,1024,0.001,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.6453,1024,0.2,256,0.001,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.3122,512,0.2,64,0.01,3,adam,z_score,"n_flows,n_packets,n_bytes",RNN
0.7621,256,0.2,512,0.001,1,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7345,512,0.5,64,0.0001,2,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.3126,1024,0.2,256,0.01,1,adam,z_score,"n_flows,n_packets,n_bytes",RNN
0.5897,256,0.0,512,0.01,2,adam,z_score,"n_flows,n_packets,n_bytes",GRU
0.7361,512,0.0,256,0.0001,1,adam,log,"n_flows,n_packets,n_bytes",GRU
0.3122,1024,0.2,512,0.01,1,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7437,256,0.5,64,0.0001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7335,1024,0.5,128,0.0001,3,adam,log,"n_flows,n_packets,n_bytes",LSTM
0.7696,1024,0.2,64,0.0001,2,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.718,512,0.2,128,0.01,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7438,256,0.2,256,0.0001,3,adam,log,"n_flows,n_packets,n_bytes",LSTM
0.7343,512,0.2,256,0.01,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.3122,256,0.5,128,0.01,2,adam,log,"n_flows,n_packets,n_bytes",RNN
0.6817,256,0.2,1024,0.01,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7161,1024,0.5,256,0.0001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.5447,1024,0.0,512,0.01,3,adam,z_score,"n_flows,n_packets,n_bytes",GRU
0.3122,512,0.5,1024,0.01,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.7568,1024,0.0,256,0.0001,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.3122,256,0.5,512,0.001,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7644,512,0.5,128,0.0001,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.444,256,0.5,1024,0.0001,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.5288,256,0.5,128,0.01,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.4728,1024,0.2,1024,0.01,2,adam,z_score,"n_flows,n_packets,n_bytes",LSTM
0.7664,512,0.0,64,0.001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7935,512,0.5,512,0.001,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.71,256,0.5,256,0.0001,3,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.7062,512,0.0,256,0.0001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.7556,512,0.5,512,0.001,1,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7941,1024,0.0,256,0.001,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.6078,512,0.2,128,0.001,2,adam,log,"n_flows,n_packets,n_bytes",RNN
0.7623,1024,0.0,256,0.001,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7855,512,0.5,256,0.0001,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7789,256,0.0,128,0.001,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7618,256,0.5,128,0.0001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7205,256,0.2,512,0.01,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7154,256,0.0,128,0.0001,1,adam,log,"n_flows,n_packets,n_bytes",RNN
0.6871,1024,0.5,1024,0.01,1,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7687,256,0.0,1024,0.0001,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7844,512,0.2,256,0.001,1,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7721,256,0.2,256,0.001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7546,512,0.0,64,0.001,3,adam,log,"n_flows,n_packets,n_bytes",GRU
0.6687,1024,0.5,64,0.001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.3153,512,0.0,256,0.01,1,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.3169,1024,0.0,64,0.01,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.7283,256,0.0,128,0.001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7286,512,0.2,64,0.0001,2,adam,log,"n_flows,n_packets,n_bytes",GRU
0.7638,256,0.0,256,0.0001,1,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7208,1024,0.5,128,0.0001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.714,512,0.5,256,0.01,1,adam,log,"n_flows,n_packets,n_bytes",GRU
0.599,1024,0.5,128,0.01,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.7637,256,0.0,1024,0.0001,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.8179,256,0.5,1024,0.0001,2,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.3122,256,0.0,64,0.01,3,adam,z_score,"n_flows,n_packets,n_bytes",LSTM
0.6044,512,0.0,1024,0.01,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.3122,256,0.2,256,0.001,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7582,1024,0.2,128,0.01,3,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7422,1024,0.2,128,0.0001,1,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7118,512,0.0,1024,0.0001,1,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.6909,512,0.0,128,0.001,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.6183,512,0.0,256,0.001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7215,1024,0.5,64,0.01,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.483,256,0.0,64,0.01,1,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7584,1024,0.0,1024,0.001,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.3122,1024,0.5,64,0.01,2,adam,log,"n_flows,n_packets,n_bytes",RNN
0.7126,1024,0.5,256,0.0001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",RNN
0.7892,512,0.5,256,0.0001,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.6325,256,0.5,1024,0.001,3,adam,z_score,"n_flows,n_packets,n_bytes",GRU
0.7978,512,0.5,512,0.001,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7821,512,0.2,64,0.001,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7544,256,0.5,512,0.001,1,adam,log,"n_flows,n_packets,n_bytes",GRU
0.5545,1024,0.5,1024,0.01,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.8301,512,0.2,128,0.001,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7971,512,0.5,256,0.0001,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7539,512,0.0,128,0.001,3,adam,log,"n_flows,n_packets,n_bytes",GRU
0.3122,256,0.0,128,0.01,2,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.7312,256,0.5,64,0.01,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",LSTM
0.7205,512,0.0,256,0.01,2,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7422,512,0.2,128,0.0001,3,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.6847,512,0.0,1024,0.01,1,adam,log,"n_flows,n_packets,n_bytes",GRU
0.6853,512,0.2,1024,0.01,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.746,512,0.2,64,0.0001,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.7487,1024,0.5,256,0.001,3,adam,log,"n_flows,n_packets,n_bytes",LSTM
0.7432,1024,0.0,512,0.0001,3,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.6789,512,0.2,64,0.01,2,adam,log,"n_flows,n_packets,n_bytes",LSTM
0.7903,512,0.5,128,0.0001,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",GRU
0.734,512,0.5,512,0.01,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",GRU
0.7544,256,0.2,256,0.001,1,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",LSTM
0.7402,1024,0.5,128,0.0001,3,adam,log,"n_flows,n_packets,n_bytes",GRU
0.7707,1024,0.0,128,0.0001,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",RNN
0.6518,512,0.0,128,0.001,2,adam,z_score,"n_flows,n_packets,n_bytes",LSTM
