F1_macro,activation_f,batch_size,dropout,hidden_size,lr,num_layers,opt,preprocessing,selected_features,type
0.7366,relu,256,0.5,256,0.01,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6868,sigmoid,512,0.0,256,0.001,1,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.682,relu,256,0.0,256,0.01,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6882,sigmoid,1024,0.5,64,0.0001,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6587,relu,256,0.0,1024,0.01,5,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7183,relu,256,0.2,512,0.0001,5,adam,log,"n_flows,n_packets,n_bytes",MLP
0.6726,relu,512,0.2,256,0.01,5,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7573,relu,256,0.2,1024,0.001,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7102,relu,1024,0.2,64,0.01,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7272,sigmoid,1024,0.0,128,0.01,3,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6926,sigmoid,256,0.2,128,0.0001,5,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7258,sigmoid,1024,0.0,128,0.001,5,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7787,relu,256,0.5,512,0.0001,4,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7111,sigmoid,256,0.0,256,0.0001,5,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7216,relu,1024,0.2,64,0.001,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7481,relu,256,0.2,512,0.01,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7137,relu,512,0.0,512,0.01,3,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7182,relu,1024,0.0,1024,0.0001,2,adam,log,"n_flows,n_packets,n_bytes",MLP
0.6871,relu,1024,0.5,1024,0.0001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7414,relu,256,0.2,512,0.001,5,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.693,relu,1024,0.0,512,0.0001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7368,relu,1024,0.2,1024,0.001,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7572,sigmoid,256,0.5,64,0.001,4,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7295,relu,1024,0.0,128,0.0001,3,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7007,relu,1024,0.0,256,0.01,1,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.3122,sigmoid,1024,0.0,1024,0.01,5,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7521,relu,256,0.5,1024,0.0001,4,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7605,sigmoid,512,0.5,64,0.001,1,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.682,relu,512,0.0,128,0.001,1,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6865,relu,512,0.2,1024,0.01,5,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7738,relu,512,0.5,256,0.0001,2,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.723,relu,512,0.5,128,0.001,5,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6284,sigmoid,256,0.0,128,0.001,5,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7629,relu,1024,0.2,128,0.001,5,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7091,relu,512,0.0,512,0.001,2,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7134,relu,1024,0.2,64,0.0001,4,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.703,relu,256,0.2,512,0.01,2,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7288,relu,512,0.5,512,0.001,5,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7159,sigmoid,256,0.0,256,0.01,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6631,sigmoid,256,0.5,256,0.01,4,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.5983,sigmoid,1024,0.0,1024,0.001,1,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7652,sigmoid,256,0.0,512,0.0001,5,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6952,relu,512,0.2,128,0.0001,5,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6832,sigmoid,1024,0.0,64,0.0001,1,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6568,relu,256,0.0,256,0.001,1,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7449,relu,256,0.5,64,0.0001,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7576,relu,1024,0.5,1024,0.01,2,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7235,relu,512,0.0,256,0.001,4,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7204,relu,512,0.5,64,0.001,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6941,relu,256,0.0,256,0.0001,1,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7351,sigmoid,1024,0.2,128,0.001,1,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7136,relu,512,0.5,128,0.0001,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6906,sigmoid,256,0.5,64,0.01,4,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6087,sigmoid,1024,0.0,256,0.001,2,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7264,sigmoid,256,0.5,1024,0.001,5,adam,log,"n_flows,n_packets,n_bytes",MLP
0.6714,relu,256,0.2,512,0.01,1,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7439,relu,512,0.5,128,0.001,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6102,sigmoid,512,0.5,64,0.001,5,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7017,relu,256,0.0,512,0.01,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7414,relu,1024,0.2,1024,0.001,5,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7289,relu,256,0.2,128,0.0001,4,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7544,sigmoid,512,0.0,512,0.0001,4,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7193,relu,512,0.0,512,0.0001,2,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6043,sigmoid,512,0.2,1024,0.0001,4,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.3122,sigmoid,512,0.2,1024,0.01,2,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7466,relu,1024,0.2,1024,0.01,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.747,sigmoid,256,0.0,128,0.01,1,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6826,sigmoid,1024,0.2,128,0.0001,4,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7131,relu,512,0.5,64,0.01,4,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7276,relu,512,0.0,1024,0.01,1,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.758,relu,1024,0.2,128,0.001,4,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7607,relu,1024,0.0,256,0.001,3,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7523,relu,512,0.2,64,0.01,5,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.692,sigmoid,256,0.5,1024,0.001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6786,relu,512,0.2,512,0.01,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7659,sigmoid,256,0.2,512,0.0001,1,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7349,relu,1024,0.2,512,0.0001,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7618,relu,256,0.2,256,0.001,4,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.3122,sigmoid,256,0.0,512,0.01,5,adam,log,"n_flows,n_packets,n_bytes",MLP
0.6916,sigmoid,512,0.0,64,0.001,3,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7632,relu,256,0.0,1024,0.0001,1,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7357,relu,1024,0.0,64,0.0001,5,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.4785,sigmoid,256,0.5,64,0.0001,5,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7065,sigmoid,1024,0.5,512,0.01,4,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7092,sigmoid,512,0.0,128,0.001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.3122,sigmoid,256,0.0,1024,0.01,4,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7084,sigmoid,256,0.2,64,0.001,5,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7061,relu,1024,0.0,128,0.01,2,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7368,sigmoid,256,0.0,256,0.001,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7534,relu,256,0.2,512,0.0001,5,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.723,sigmoid,256,0.0,1024,0.0001,3,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7497,sigmoid,512,0.0,128,0.01,1,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.3122,sigmoid,256,0.5,1024,0.01,4,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7315,relu,1024,0.2,256,0.0001,2,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7243,sigmoid,512,0.2,1024,0.001,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7003,sigmoid,512,0.2,1024,0.001,4,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7437,relu,512,0.5,64,0.01,4,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7574,sigmoid,256,0.2,128,0.001,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7583,sigmoid,512,0.5,256,0.001,4,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6427,sigmoid,256,0.2,1024,0.0001,1,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6995,sigmoid,256,0.0,512,0.01,2,adam,log,"n_flows,n_packets,n_bytes",MLP
0.6957,relu,256,0.5,512,0.01,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7455,sigmoid,512,0.2,128,0.01,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7072,sigmoid,1024,0.0,256,0.001,5,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7311,sigmoid,1024,0.5,256,0.01,4,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7205,relu,256,0.5,512,0.001,4,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7425,relu,256,0.5,128,0.0001,5,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7386,sigmoid,512,0.5,256,0.0001,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.755,relu,1024,0.0,512,0.001,4,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7302,relu,512,0.0,256,0.001,3,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7447,sigmoid,1024,0.2,64,0.001,5,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6239,sigmoid,512,0.5,1024,0.001,2,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7516,sigmoid,512,0.0,64,0.001,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6808,relu,512,0.5,512,0.01,3,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7246,relu,1024,0.5,64,0.01,4,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7296,relu,1024,0.2,64,0.01,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.3122,sigmoid,1024,0.0,1024,0.01,5,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7397,relu,1024,0.0,128,0.001,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6897,sigmoid,256,0.2,256,0.01,4,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6843,relu,1024,0.2,128,0.001,1,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.749,sigmoid,1024,0.5,64,0.01,5,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7276,relu,512,0.0,64,0.0001,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7389,sigmoid,512,0.2,128,0.001,5,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.778,relu,1024,0.0,1024,0.0001,4,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7172,sigmoid,256,0.2,256,0.01,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.7369,relu,1024,0.2,512,0.001,1,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6399,relu,512,0.2,64,0.0001,5,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7103,relu,1024,0.0,64,0.0001,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6928,relu,1024,0.5,256,0.01,1,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7067,relu,512,0.5,512,0.01,4,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6998,relu,512,0.5,64,0.01,4,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7338,sigmoid,1024,0.5,512,0.01,2,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6626,relu,256,0.5,128,0.01,5,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7005,relu,1024,0.2,512,0.01,5,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7375,relu,512,0.5,512,0.01,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6896,relu,256,0.5,256,0.01,2,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7254,relu,512,0.0,1024,0.0001,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7217,relu,1024,0.2,128,0.001,4,adam,log,"n_flows,n_packets,n_bytes",MLP
0.7832,sigmoid,1024,0.5,1024,0.0001,5,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7137,relu,1024,0.2,128,0.01,3,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7179,sigmoid,256,0.5,128,0.001,2,adam,log,"n_flows,n_packets,n_bytes",MLP
0.6884,relu,512,0.5,64,0.01,1,adam,log,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7626,sigmoid,256,0.2,128,0.0001,4,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.692,relu,1024,0.5,512,0.0001,2,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.3122,sigmoid,512,0.0,1024,0.01,3,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7268,relu,1024,0.2,256,0.001,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6692,relu,512,0.5,1024,0.0001,5,adam,z_score,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.718,sigmoid,1024,0.2,64,0.01,1,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6901,sigmoid,1024,0.5,1024,0.0001,1,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7355,relu,512,0.0,512,0.01,2,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7384,sigmoid,256,0.0,128,0.0001,4,adam,z_score,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7796,relu,512,0.0,1024,0.001,3,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7575,sigmoid,256,0.2,64,0.0001,2,adam,log,"n_flows,n_packets,n_bytes,n_dest_asn,n_dest_ports,n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.6997,sigmoid,256,0.0,256,0.01,3,adam,log,"n_bytes,n_dest_ports,n_dest_ip,dir_ratio_bytes,avg_ttl",MLP
0.6275,sigmoid,512,0.0,256,0.001,5,adam,z_score,"n_flows,n_packets,n_bytes",MLP
0.7232,sigmoid,1024,0.0,512,0.001,4,adam,z_score,"tcp_udp_ratio_bytes,dir_ratio_bytes,avg_duration,avg_ttl",MLP
0.7092,sigmoid,256,0.0,256,0.0001,5,adam,log,"n_flows,n_packets,n_bytes",MLP
